account_id,customer_id,account_type,opening_date,balance,currency,status
ACC0108142,CUST049960,Savings,2018-01-15,30000000,TZS,Active
ACC0124961,CUST033664,Current,2019-06-24,7201000,TZS,Active
ACC0125386,CUST016302,Current,2024-11-20,32903900,TZS,Active
ACC0043098,CUST057641,Current,2025-08-03,32249100,TZS,Active
ACC0046022,CUST009820,Savings,2015-01-25,30000000,TZS,Active
ACC0060190,CUST075048,Savings,2026-01-20,30000000,TZS,Active
ACC0056909,CUST026117,Savings,2019-06-18,20606700,TZS,Active
ACC0033027,CUST076550,Current,2016-01-07,80000000,TZS,Active
ACC0141878,CUST059360,Current,2024-05-16,14380500,TZS,Active
ACC0081606,CUST044582,Savings,2016-11-16,30000000,TZS,Active
ACC0069894,CUST039153,Current,2018-04-14,19543900,TZS,Active
ACC0004233,CUST060514,Savings,2012-05-14,10142200,TZS,Active
ACC0078544,CUST016065,Savings,2020-07-05,22489000,TZS,Active
ACC0139435,CUST062904,Savings,2017-12-05,10210,TZS,Closed
ACC0139729,CUST085824,Savings,2016-11-07,10299100,TZS,Active
ACC0044555,CUST082752,Current,2022-04-04,34409800,TZS,Active
ACC0038435,CUST069689,Savings,2021-12-17,26153000,TZS,Active
ACC0146999,CUST051742,Savings,2014-08-09,30000000,TZS,Active
ACC0029875,CUST005833,Fixed Deposit,2016-04-19,260968200,TZS,Active
ACC0127810,CUST096929,Current,2020-05-28,80000000,TZS,Active
ACC0023003,CUST051998,Current,2021-12-23,65771400,TZS,Active
ACC0101394,CUST071581,Savings,2013-07-09,6770000,TZS,Active
ACC0012394,CUST078822,Current,2012-08-18,34006800,TZS,Active
ACC0107877,CUST061375,Current,2024-12-24,41695200,TZS,Active
ACC0109249,CUST015656,Current,2019-05-06,65576300,TZS,Active
ACC0082309,CUST012641,Savings,2023-12-18,25010700,TZS,Active
ACC0140982,CUST043230,Fixed Deposit,2023-08-07,60188577,TZS,Inactive
ACC0039559,CUST017285,Fixed Deposit,2026-03-10,24559300,TZS,Inactive
ACC0049366,CUST093091,Current,2022-11-25,19167300,TZS,Active
ACC0140315,CUST005816,Savings,2013-05-19,9385600,TZS,Active
ACC0071294,CUST051750,Savings,2017-05-30,5287400,TZS,Active
ACC0057953,CUST002376,Savings,2024-03-21,6870500,TZS,Active
ACC0117159,CUST043696,Savings,2023-02-25,15822100,TZS,Active
ACC0116503,CUST072539,Savings,2019-09-15,28947100,TZS,Active
ACC0037630,CUST055406,Savings,2018-03-01,6655900,TZS,Active
ACC0091714,CUST032326,Savings,2025-12-07,1599967,TZS,Inactive
ACC0038222,CUST002224,Savings,2025-09-25,1987419,TZS,Inactive
ACC0099108,CUST005223,Savings,2011-09-28,4379400,TZS,Active
ACC0022355,CUST070129,Current,2021-05-03,15929500,TZS,Active
ACC0083213,CUST080949,Savings,2020-09-20,15702400,TZS,Active
ACC0145423,CUST021202,Savings,2012-06-22,9954100,TZS,Active
ACC0053085,CUST052820,Current,2025-10-05,28998100,TZS,Active
ACC0113066,CUST060107,Savings,2019-05-27,30000000,TZS,Active
ACC0105348,CUST012074,Savings,2023-04-07,14797400,TZS,Active
ACC0086762,CUST004109,Savings,2015-12-09,8838000,TZS,Active
ACC0100117,CUST072764,Current,2011-12-18,80000000,TZS,Active
ACC0076419,CUST002765,Savings,2023-04-16,3583800,TZS,Active
ACC0013772,CUST095705,Current,2026-04-19,75151100,TZS,Active
ACC0115449,CUST057643,Current,2020-06-19,43449600,TZS,Active
ACC0054403,CUST014669,Current,2012-10-29,41346900,TZS,Active
ACC0042798,CUST065424,Savings,2015-07-12,24181500,TZS,Active
ACC0016444,CUST033863,Fixed Deposit,2021-10-20,500000000,TZS,Active
ACC0023948,CUST008036,Savings,2014-01-08,30000000,TZS,Active
ACC0108495,CUST041653,Savings,2014-09-19,783500,TZS,Inactive
ACC0052807,CUST024629,Current,2021-09-20,37576000,TZS,Active
ACC0128689,CUST041802,Current,2026-06-23,69934100,TZS,Active
ACC0035960,CUST065555,Savings,2024-03-26,4704000,TZS,Active
ACC0134661,CUST098389,Fixed Deposit,2020-04-17,198270800,TZS,Active
ACC0115244,CUST099699,Savings,2020-04-21,26100700,TZS,Active
ACC0146593,CUST030095,Fixed Deposit,2013-03-05,36374,TZS,Closed
ACC0138222,CUST065689,Current,2018-03-26,17396400,TZS,Active
ACC0076172,CUST091958,Savings,2020-03-18,15686700,TZS,Active
ACC0129671,CUST041804,Savings,2015-04-11,17729300,TZS,Active
ACC0066140,CUST022256,Savings,2019-04-23,30000000,TZS,Active
ACC0072006,CUST049780,Current,2017-01-08,64065700,TZS,Active
ACC0048720,CUST089956,Savings,2020-03-17,10423300,TZS,Active
ACC0028081,CUST055191,Current,2019-06-03,28126700,TZS,Active
ACC0089852,CUST026874,Savings,2014-07-26,19144900,TZS,Active
ACC0028705,CUST057311,Current,2022-02-17,40800500,TZS,Active
ACC0069968,CUST056749,Savings,2022-10-20,1978264,TZS,Inactive
ACC0003350,CUST078084,Current,2020-03-17,12832200,TZS,Active
ACC0148125,CUST042401,Current,2019-06-30,39501500,TZS,Active
ACC0041430,CUST045926,Savings,2013-05-24,30000000,TZS,Active
ACC0107085,CUST060416,Fixed Deposit,2011-08-05,142855600,TZS,Active
ACC0041168,CUST052123,Savings,2021-06-13,11112900,TZS,Active
ACC0111310,CUST098940,Savings,2018-10-10,14983600,TZS,Active
ACC0020565,CUST043819,Savings,2013-01-18,9899600,TZS,Active
ACC0143535,CUST011857,Savings,2025-07-31,14175500,TZS,Active
ACC0145458,CUST075988,Current,2021-06-14,34319300,TZS,Active
ACC0126244,CUST059201,Savings,2018-10-02,9596400,TZS,Active
ACC0087738,CUST097452,Savings,2012-02-19,22322700,TZS,Active
ACC0108521,CUST041649,Savings,2024-08-11,8809400,TZS,Active
ACC0023763,CUST083110,Current,2022-06-15,79454900,TZS,Active
ACC0037187,CUST023293,Savings,2024-06-03,15278500,TZS,Active
ACC0094949,CUST074170,Savings,2024-03-05,16469300,TZS,Active
ACC0106430,CUST045392,Savings,2026-07-15,10543200,TZS,Active
ACC0107278,CUST057622,Savings,2013-12-14,11847000,TZS,Active
ACC0037642,CUST033803,Current,2013-09-22,74478900,TZS,Active
ACC0089385,CUST044059,Savings,2019-07-25,9354300,TZS,Active
ACC0140868,CUST036570,Current,2014-01-22,53572300,TZS,Active
ACC0110338,CUST063864,Current,2023-03-19,57584400,TZS,Active
ACC0142426,CUST099788,Savings,2012-10-03,27922800,TZS,Active
ACC0112385,CUST058722,Savings,2013-04-11,44389,TZS,Closed
ACC0135266,CUST000898,Current,2021-09-21,28563200,TZS,Active
ACC0099076,CUST026395,Current,2025-12-27,11738700,TZS,Active
ACC0109331,CUST066872,Current,2019-04-06,61631800,TZS,Active
ACC0064646,CUST054445,Fixed Deposit,2019-10-11,500000000,TZS,Active
ACC0043662,CUST003728,Savings,2017-09-26,28435900,TZS,Active
ACC0133908,CUST012149,Fixed Deposit,2019-02-26,500000000,TZS,Active
ACC0077036,CUST038297,Savings,2020-04-13,15489900,TZS,Active
ACC0138506,CUST005235,Savings,2025-02-06,30000000,TZS,Active
ACC0112592,CUST088457,Current,2024-07-15,28661600,TZS,Active
ACC0116831,CUST019848,Current,2025-09-29,35009500,TZS,Active
ACC0022700,CUST009123,Savings,2019-12-27,7512600,TZS,Active
ACC0112552,CUST042152,Savings,2014-09-28,9990341,TZS,Inactive
ACC0041055,CUST000417,Current,2016-08-20,80000000,TZS,Active
ACC0128600,CUST066819,Savings,2018-08-05,3026000,TZS,Active
ACC0123013,CUST072971,Savings,2012-09-22,2678545,TZS,Inactive
ACC0075448,CUST061025,Current,2017-06-29,2575302,TZS,Inactive
ACC0040894,CUST010531,Fixed Deposit,2019-04-12,393637800,TZS,Active
ACC0133489,CUST044484,Fixed Deposit,2022-08-09,122082100,TZS,Active
ACC0036851,CUST009764,Savings,2020-05-09,6525900,TZS,Active
ACC0134047,CUST079730,Savings,2011-10-31,16400800,TZS,Active
ACC0145162,CUST041018,Savings,2021-01-17,12726200,TZS,Active
ACC0138964,CUST068989,Savings,2019-04-25,4487300,TZS,Active
ACC0032487,CUST001464,Current,2016-02-18,37528500,TZS,Active
ACC0095333,CUST051337,Savings,2024-06-04,3780896,TZS,Inactive
ACC0001158,CUST085028,Current,2016-11-25,42010400,TZS,Active
ACC0049225,CUST006668,Savings,2019-08-12,12876,TZS,Closed
ACC0135662,CUST034535,Fixed Deposit,2026-02-22,162476500,TZS,Active
ACC0020177,CUST016250,Current,2017-10-29,7140807,TZS,Inactive
ACC0035086,CUST062554,Current,2013-02-09,41791100,TZS,Active
ACC0047468,CUST094860,Current,2014-10-21,23709500,TZS,Active
ACC0058144,CUST070615,Savings,2025-03-26,19335100,TZS,Active
ACC0127127,CUST053065,Current,2013-11-10,63044800,TZS,Active
ACC0114490,CUST061370,Fixed Deposit,2020-11-15,500000000,TZS,Active
ACC0023451,CUST005211,Savings,2023-12-24,22048400,TZS,Active
ACC0063953,CUST098364,Savings,2015-06-27,30000000,TZS,Active
ACC0033480,CUST076012,Current,2018-08-15,12362600,TZS,Active
ACC0096852,CUST050817,Savings,2015-09-07,14979800,TZS,Active
ACC0082167,CUST078675,Current,2017-10-20,20286587,TZS,Inactive
ACC0043061,CUST099715,Current,2011-12-29,34625800,TZS,Active
ACC0020487,CUST033766,Savings,2017-05-07,13768500,TZS,Active
ACC0000444,CUST048859,Savings,2015-04-25,30000000,TZS,Active
ACC0009464,CUST091614,Savings,2012-06-25,14196700,TZS,Active
ACC0067269,CUST070492,Current,2020-04-15,75159000,TZS,Active
ACC0076321,CUST093747,Current,2023-01-22,38620000,TZS,Active
ACC0025739,CUST017191,Current,2012-05-25,36971000,TZS,Active
ACC0050899,CUST053881,Savings,2014-08-12,27636400,TZS,Active
ACC0061421,CUST033622,Current,2026-03-31,16653500,TZS,Active
ACC0110123,CUST007291,Fixed Deposit,2018-02-06,82129493,TZS,Inactive
ACC0042110,CUST051448,Savings,2015-12-22,12991000,TZS,Active
ACC0049730,CUST025172,Current,2017-01-09,38104600,TZS,Active
ACC0061301,CUST073155,Fixed Deposit,2024-01-29,26497289,TZS,Inactive
ACC0072966,CUST003092,Savings,2026-03-13,18620300,TZS,Active
ACC0002698,CUST041762,Current,2022-11-03,11560500,TZS,Active
ACC0039531,CUST089505,Savings,2017-09-07,8605900,TZS,Active
ACC0056282,CUST031606,Current,2024-06-11,20749500,TZS,Active
ACC0088308,CUST005346,Current,2019-01-26,41286000,TZS,Active
ACC0085560,CUST056521,Current,2023-11-25,33803000,TZS,Active
ACC0044493,CUST009556,Savings,2015-08-13,22424700,TZS,Active
ACC0109660,CUST075310,Savings,2019-03-15,8340900,TZS,Active
ACC0107015,CUST028575,Current,2019-04-28,50658400,TZS,Active
ACC0028016,CUST092266,Savings,2025-02-02,16896900,TZS,Active
ACC0092134,CUST063283,Savings,2011-07-28,17871600,TZS,Active
ACC0021576,CUST006962,Savings,2013-05-07,5419000,TZS,Active
ACC0093834,CUST011658,Savings,2016-11-27,25823500,TZS,Active
ACC0053347,CUST006819,Savings,2024-10-26,28476900,TZS,Active
ACC0116006,CUST025085,Savings,2016-05-06,7991500,TZS,Active
ACC0148631,CUST014786,Savings,2017-06-24,30000000,TZS,Active
ACC0014216,CUST056819,Fixed Deposit,2025-04-09,111565700,TZS,Active
ACC0135425,CUST001261,Savings,2012-02-01,24034800,TZS,Active
ACC0137097,CUST051248,Savings,2021-11-12,23894800,TZS,Active
ACC0064709,CUST088507,Savings,2023-01-03,15871300,TZS,Active
ACC0149928,CUST062362,Savings,2020-03-23,9148400,TZS,Active
ACC0136182,CUST080109,Savings,2025-07-24,5531300,TZS,Active
ACC0022868,CUST025270,Current,2017-06-17,24353300,TZS,Active
ACC0003253,CUST015624,Savings,2025-06-27,19037200,TZS,Active
ACC0011278,CUST004811,Savings,2018-02-15,8401900,TZS,Active
ACC0103694,CUST017806,Savings,2024-08-20,11569900,TZS,Active
ACC0130552,CUST027978,Savings,2019-05-31,9693500,TZS,Active
ACC0027829,CUST099972,Savings,2021-08-30,2737260,TZS,Inactive
ACC0000935,CUST044268,Current,2017-08-28,33279400,TZS,Active
ACC0098929,CUST092365,Current,2025-12-31,30877619,TZS,Inactive
ACC0125833,CUST023265,Current,2014-05-22,24070100,TZS,Active
ACC0030446,CUST099760,Current,2024-12-12,28059700,TZS,Active
ACC0009455,CUST025040,Savings,2012-10-01,30000000,TZS,Active
ACC0005943,CUST019982,Current,2019-05-23,24439392,TZS,Inactive
ACC0025260,CUST070835,Savings,2019-03-24,8921900,TZS,Active
ACC0036449,CUST046283,Current,2015-09-06,42740000,TZS,Active
ACC0094764,CUST027105,Savings,2015-06-26,12832000,TZS,Active
ACC0037836,CUST072863,Current,2023-05-23,30545800,TZS,Active
ACC0034453,CUST040269,Savings,2012-08-12,30000000,TZS,Active
ACC0063886,CUST045904,Fixed Deposit,2020-05-29,500000000,TZS,Active
ACC0029368,CUST049733,Savings,2018-02-06,26407000,TZS,Active
ACC0148270,CUST066305,Savings,2014-06-05,13271900,TZS,Active
ACC0082656,CUST067163,Current,2023-08-06,8090100,TZS,Active
ACC0034227,CUST078542,Savings,2014-07-01,9395900,TZS,Active
ACC0063888,CUST043942,Savings,2024-11-01,11315400,TZS,Active
ACC0128050,CUST044685,Savings,2013-06-18,15907600,TZS,Active
ACC0135544,CUST078625,Savings,2012-09-20,8165800,TZS,Active
ACC0133506,CUST082714,Savings,2019-02-21,17790900,TZS,Active
ACC0105607,CUST047100,Current,2021-10-02,71460700,TZS,Active
ACC0129673,CUST027657,Current,2022-09-29,68339900,TZS,Active
ACC0016997,CUST055667,Savings,2023-05-30,3583500,TZS,Active
ACC0080886,CUST012879,Savings,2024-01-13,17747200,TZS,Active
ACC0019406,CUST000591,Savings,2013-10-22,11586700,TZS,Active
ACC0073329,CUST020067,Savings,2023-07-17,9008900,TZS,Active
ACC0055592,CUST083407,Current,2016-02-03,27015000,TZS,Active
ACC0114450,CUST091183,Savings,2013-05-06,8735300,TZS,Active
ACC0001451,CUST029366,Fixed Deposit,2021-07-06,141717200,TZS,Active
ACC0145055,CUST012358,Savings,2013-09-24,20314300,TZS,Active
ACC0143133,CUST065462,Current,2026-06-15,55869500,TZS,Active
ACC0083362,CUST051965,Current,2019-02-17,60016200,TZS,Active
ACC0037434,CUST053134,Savings,2023-07-11,6499300,TZS,Active
ACC0145747,CUST043662,Current,2015-02-07,51821500,TZS,Active
ACC0032949,CUST051255,Savings,2013-12-05,13521700,TZS,Active
ACC0029923,CUST013343,Savings,2015-08-31,13077900,TZS,Active
ACC0071734,CUST077960,Savings,2021-07-10,30000000,TZS,Active
ACC0116328,CUST090066,Savings,2017-10-03,11015600,TZS,Active
ACC0122337,CUST055971,Savings,2016-01-30,30000000,TZS,Active
ACC0126579,CUST010581,Fixed Deposit,2016-07-11,155986900,TZS,Active
ACC0069193,CUST013131,Current,2014-01-31,32784900,TZS,Active
ACC0001824,CUST087672,Fixed Deposit,2012-06-22,89868000,TZS,Active
ACC0088354,CUST008287,Savings,2016-04-23,30000000,TZS,Active
ACC0104992,CUST059906,Current,2016-07-23,42888300,TZS,Active
ACC0076013,CUST098285,Savings,2011-12-27,9480000,TZS,Active
ACC0089292,CUST015120,Savings,2013-10-20,48725,TZS,Closed
ACC0007230,CUST060256,Savings,2023-07-06,8540542,TZS,Inactive
ACC0078403,CUST036695,Savings,2023-05-08,8249600,TZS,Active
ACC0000121,CUST043962,Current,2024-02-19,80000000,TZS,Active
ACC0061602,CUST088027,Current,2011-11-27,80000000,TZS,Active
ACC0082661,CUST014882,Savings,2017-04-27,10346500,TZS,Active
ACC0032909,CUST009699,Current,2020-06-26,37166700,TZS,Active
ACC0012748,CUST070382,Current,2012-07-19,23225400,TZS,Active
ACC0089801,CUST036319,Fixed Deposit,2023-05-25,239357700,TZS,Active
ACC0106291,CUST057344,Current,2012-09-29,47154600,TZS,Active
ACC0139117,CUST074088,Savings,2019-04-07,14112700,TZS,Active
ACC0136884,CUST082841,Current,2019-05-22,50110400,TZS,Active
ACC0004070,CUST010029,Savings,2026-04-18,12122300,TZS,Active
ACC0010971,CUST026028,Current,2014-01-10,11288000,TZS,Active
ACC0057521,CUST058882,Current,2015-12-23,43673,TZS,Closed
ACC0109981,CUST006836,Savings,2013-10-27,23352500,TZS,Active
ACC0070042,CUST096347,Savings,2017-06-06,12491400,TZS,Active
ACC0124880,CUST045063,Savings,2023-07-13,9444400,TZS,Active
ACC0101950,CUST049849,Current,2013-11-06,7779047,TZS,Inactive
ACC0036082,CUST070983,Fixed Deposit,2024-10-11,63256000,TZS,Active
ACC0108146,CUST004978,Savings,2016-11-08,11603900,TZS,Active
ACC0036028,CUST079096,Savings,2012-02-03,8685,TZS,Closed
ACC0118082,CUST087743,Savings,2013-07-01,6116100,TZS,Active
ACC0016665,CUST008029,Savings,2021-11-26,16230100,TZS,Active
ACC0133843,CUST073142,Current,2013-10-20,44375100,TZS,Active
ACC0047407,CUST029989,Savings,2015-12-02,9377400,TZS,Active
ACC0009668,CUST074015,Savings,2024-09-02,4213400,TZS,Active
ACC0086734,CUST036892,Current,2015-06-14,80000000,TZS,Active
ACC0066228,CUST034421,Savings,2016-08-26,16162300,TZS,Active
ACC0063831,CUST031467,Fixed Deposit,2011-11-25,500000000,TZS,Active
ACC0083097,CUST024016,Current,2018-05-11,80000000,TZS,Active
ACC0071848,CUST034706,Savings,2017-05-22,25848500,TZS,Active
ACC0028183,CUST057421,Savings,2017-03-18,9570100,TZS,Active
ACC0130521,CUST012451,Savings,2022-01-16,18684300,TZS,Active
ACC0002205,CUST045447,Savings,2019-12-13,12575800,TZS,Active
ACC0095968,CUST012587,Current,2020-05-21,24106200,TZS,Active
ACC0007366,CUST042572,Current,2020-05-21,18741300,TZS,Active
ACC0015134,CUST066092,Savings,2023-05-05,16869800,TZS,Active
ACC0041969,CUST037360,Savings,2012-02-05,11263900,TZS,Active
ACC0051868,CUST091372,Savings,2026-07-03,5827286,TZS,Inactive
ACC0124996,CUST068224,Savings,2013-07-16,10524300,TZS,Active
ACC0006864,CUST055760,Savings,2018-06-14,30000000,TZS,Active
ACC0077512,CUST069902,Current,2023-10-08,42938,TZS,Closed
ACC0148419,CUST078704,Savings,2020-02-27,17400500,TZS,Active
ACC0053864,CUST084872,Current,2025-01-01,51995500,TZS,Active
ACC0035697,CUST009117,Fixed Deposit,2013-09-02,410357100,TZS,Active
ACC0042542,CUST078420,Fixed Deposit,2018-12-18,322021000,TZS,Active
ACC0003874,CUST047503,Savings,2013-07-31,20961300,TZS,Active
ACC0076769,CUST011713,Savings,2017-01-10,2560373,TZS,Inactive
ACC0104579,CUST009293,Current,2023-03-19,54486500,TZS,Active
ACC0101987,CUST064522,Current,2024-04-10,77800000,TZS,Active
ACC0130026,CUST049541,Fixed Deposit,2024-10-26,143087600,TZS,Active
ACC0070935,CUST006831,Current,2020-11-05,28322900,TZS,Active
ACC0031034,CUST012692,Savings,2014-08-02,24434100,TZS,Active
ACC0142590,CUST049733,Savings,2013-10-04,1597790,TZS,Inactive
ACC0006301,CUST033671,Savings,2023-12-26,25178700,TZS,Active
ACC0132657,CUST079495,Fixed Deposit,2012-02-25,119278900,TZS,Active
ACC0064633,CUST012733,Current,2012-01-22,12329200,TZS,Active
ACC0060300,CUST049111,Fixed Deposit,2020-02-09,84697500,TZS,Active
ACC0010416,CUST092989,Savings,2026-01-23,6857400,TZS,Active
ACC0143061,CUST044720,Savings,2020-02-24,30000000,TZS,Active
ACC0024546,CUST015470,Current,2019-07-15,13638100,TZS,Active
ACC0015707,CUST048345,Savings,2024-02-29,1248585,TZS,Inactive
ACC0049521,CUST006073,Current,2018-02-22,76117500,TZS,Active
ACC0116241,CUST040821,Savings,2012-05-26,24495000,TZS,Active
ACC0047356,CUST030875,Savings,2022-07-04,14622400,TZS,Active
ACC0058113,CUST015369,Current,2021-07-01,16925500,TZS,Active
ACC0140514,CUST058833,Savings,2024-11-14,6230641,TZS,Inactive
ACC0085159,CUST009293,Current,2020-05-07,3922564,TZS,Inactive
ACC0037870,CUST029688,Current,2013-12-03,23141700,TZS,Active
ACC0001502,CUST026035,Current,2012-12-12,12284,TZS,Closed
ACC0001170,CUST091734,Current,2014-06-18,36018700,TZS,Active
ACC0112029,CUST058488,Savings,2012-02-06,30000000,TZS,Active
ACC0055271,CUST050351,Current,2025-05-27,53812200,TZS,Active
ACC0123117,CUST045710,Current,2017-03-15,80000000,TZS,Active
ACC0000901,CUST000438,Current,2018-11-06,17107700,TZS,Active
ACC0016643,CUST054417,Current,2012-10-14,33406400,TZS,Active
ACC0097436,CUST087262,Savings,2013-12-24,30000000,TZS,Active
ACC0086522,CUST063466,Current,2025-12-19,72015800,TZS,Active
ACC0034378,CUST029737,Savings,2021-01-22,15935100,TZS,Active
ACC0048424,CUST070353,Current,2019-02-16,48957400,TZS,Active
ACC0026289,CUST040384,Savings,2019-12-30,30000000,TZS,Active
ACC0013999,CUST051823,Savings,2024-12-14,24624600,TZS,Active
ACC0060026,CUST047466,Current,2020-10-22,80000000,TZS,Active
ACC0064090,CUST025864,Fixed Deposit,2014-01-09,114740000,TZS,Active
ACC0107509,CUST030264,Fixed Deposit,2020-08-26,234459900,TZS,Active
ACC0145983,CUST046837,Current,2025-03-27,74537200,TZS,Active
ACC0059490,CUST017340,Current,2020-10-31,33522300,TZS,Active
ACC0132388,CUST055930,Savings,2019-10-17,16069400,TZS,Active
ACC0029637,CUST052110,Current,2022-02-14,30336900,TZS,Active
ACC0086115,CUST070071,Current,2018-09-03,80000000,TZS,Active
ACC0092927,CUST086008,Current,2025-10-18,47836400,TZS,Active
ACC0115389,CUST041054,Savings,2023-06-15,21780200,TZS,Active
ACC0040389,CUST052843,Savings,2012-12-07,25930000,TZS,Active
ACC0085598,CUST027785,Savings,2020-12-05,23319800,TZS,Active
ACC0130003,CUST022318,Savings,2021-09-02,9772200,TZS,Active
ACC0054733,CUST047636,Savings,2015-03-18,9977900,TZS,Active
ACC0006126,CUST024448,Current,2025-04-06,25158,TZS,Closed
ACC0145847,CUST035875,Savings,2024-10-12,30000000,TZS,Active
ACC0016486,CUST028597,Savings,2023-01-14,9042800,TZS,Active
ACC0132788,CUST043660,Savings,2012-05-20,11299300,TZS,Active
ACC0089319,CUST040873,Current,2024-05-16,52102700,TZS,Active
ACC0096905,CUST052451,Savings,2013-08-05,17558100,TZS,Active
ACC0019727,CUST092586,Current,2018-07-19,52048600,TZS,Active
ACC0120307,CUST069061,Current,2012-01-03,29135900,TZS,Active
ACC0049946,CUST095035,Current,2015-10-09,17896500,TZS,Active
ACC0098765,CUST044962,Savings,2012-02-06,29481000,TZS,Active
ACC0058635,CUST081649,Fixed Deposit,2018-12-16,500000000,TZS,Active
ACC0009989,CUST066158,Current,2016-12-08,27245000,TZS,Active
ACC0134041,CUST044743,Fixed Deposit,2015-08-22,197067900,TZS,Active
ACC0106054,CUST098666,Current,2021-12-08,72040400,TZS,Active
ACC0134817,CUST053023,Savings,2018-10-21,6170800,TZS,Active
ACC0137685,CUST061960,Fixed Deposit,2016-04-22,40907,TZS,Closed
ACC0095123,CUST096551,Savings,2013-09-08,9648200,TZS,Active
ACC0127986,CUST046161,Savings,2022-06-28,30000000,TZS,Active
ACC0143374,CUST086847,Fixed Deposit,2025-09-14,341145400,TZS,Active
ACC0022039,CUST068622,Savings,2016-06-17,15286400,TZS,Active
ACC0094281,CUST067588,Current,2018-06-30,38500700,TZS,Active
ACC0081419,CUST048541,Savings,2014-04-06,15495500,TZS,Active
ACC0130383,CUST008746,Current,2012-03-31,80000000,TZS,Active
ACC0010020,CUST040284,Current,2012-11-17,26090800,TZS,Active
ACC0117609,CUST019893,Fixed Deposit,2021-11-23,304604800,TZS,Active
ACC0130694,CUST070908,Savings,2020-08-23,30000000,TZS,Active
ACC0038200,CUST007476,Savings,2012-09-01,10288958,TZS,Inactive
ACC0112179,CUST003185,Current,2020-05-04,59767500,TZS,Active
ACC0077060,CUST032681,Current,2017-05-28,46889,TZS,Closed
ACC0142041,CUST005568,Current,2014-12-08,48422200,TZS,Active
ACC0014250,CUST029084,Savings,2023-11-09,8567200,TZS,Active
ACC0069096,CUST028586,Current,2018-06-21,14782547,TZS,Inactive
ACC0013536,CUST047584,Current,2019-12-24,26064000,TZS,Active
ACC0066834,CUST000675,Current,2022-10-26,15067600,TZS,Active
ACC0006828,CUST005439,Savings,2020-11-10,30000000,TZS,Active
ACC0046212,CUST056707,Current,2026-05-24,38069,TZS,Closed
ACC0122848,CUST036824,Current,2016-08-01,18955500,TZS,Active
ACC0111946,CUST056305,Savings,2012-07-14,11264297,TZS,Inactive
ACC0029530,CUST090549,Fixed Deposit,2016-10-09,437567700,TZS,Active
ACC0054059,CUST080684,Savings,2020-04-21,6061200,TZS,Active
ACC0095542,CUST087102,Current,2026-01-18,27212300,TZS,Active
ACC0069154,CUST000783,Current,2011-10-28,27288600,TZS,Active
ACC0148192,CUST027301,Current,2023-11-10,40742,TZS,Closed
ACC0087433,CUST056837,Current,2013-10-23,80000000,TZS,Active
ACC0118859,CUST073960,Fixed Deposit,2012-05-10,100588900,TZS,Active
ACC0043541,CUST099192,Savings,2025-05-13,12722800,TZS,Active
ACC0010466,CUST040595,Fixed Deposit,2014-05-02,241533600,TZS,Active
ACC0089791,CUST091239,Savings,2011-08-18,30000000,TZS,Active
ACC0036517,CUST030765,Savings,2012-07-19,14981000,TZS,Active
ACC0044341,CUST094633,Savings,2025-12-16,10073000,TZS,Active
ACC0006901,CUST003716,Current,2015-08-16,24269,TZS,Closed
ACC0027359,CUST006440,Fixed Deposit,2021-09-17,304444700,TZS,Active
ACC0096523,CUST073629,Current,2012-03-25,73679200,TZS,Active
ACC0015883,CUST036271,Savings,2014-05-02,12308900,TZS,Active
ACC0084002,CUST007332,Savings,2015-06-27,11018200,TZS,Active
ACC0010395,CUST026840,Savings,2021-12-02,13368600,TZS,Active
ACC0024452,CUST047614,Current,2017-06-02,38372400,TZS,Active
ACC0067353,CUST026893,Savings,2014-04-27,8023300,TZS,Active
ACC0098828,CUST000354,Savings,2024-12-02,21961600,TZS,Active
ACC0053813,CUST014536,Savings,2025-12-11,22271000,TZS,Active
ACC0122102,CUST005758,Savings,2017-11-04,9532700,TZS,Active
ACC0010892,CUST027054,Savings,2026-03-21,10410700,TZS,Active
ACC0129695,CUST097522,Savings,2025-11-11,30000000,TZS,Active
ACC0068105,CUST089636,Current,2020-05-05,43939900,TZS,Active
ACC0093976,CUST075023,Current,2015-07-10,35635600,TZS,Active
ACC0019536,CUST039608,Current,2020-04-19,80000000,TZS,Active
ACC0112968,CUST082796,Savings,2023-09-17,10928600,TZS,Active
ACC0048324,CUST075655,Current,2014-08-19,28446000,TZS,Active
ACC0101351,CUST029761,Savings,2014-01-15,16468200,TZS,Active
ACC0045193,CUST001739,Current,2019-11-12,25651600,TZS,Active
ACC0075264,CUST075300,Savings,2020-10-31,21257500,TZS,Active
ACC0130074,CUST022079,Savings,2017-02-25,30000000,TZS,Active
ACC0126127,CUST041427,Savings,2014-07-13,9452500,TZS,Active
ACC0055671,CUST087861,Savings,2020-04-07,7358700,TZS,Active
ACC0031423,CUST041399,Savings,2019-09-06,30000000,TZS,Active
ACC0037647,CUST052387,Current,2023-02-13,62113500,TZS,Active
ACC0083171,CUST088045,Savings,2018-01-01,10440600,TZS,Active
ACC0132799,CUST098990,Current,2014-08-28,47250100,TZS,Active
ACC0131428,CUST059340,Current,2012-11-21,31293500,TZS,Active
ACC0085809,CUST012149,Savings,2014-05-15,11400300,TZS,Active
ACC0140827,CUST084840,Savings,2016-10-11,7239500,TZS,Active
ACC0110218,CUST090448,Current,2011-08-27,61923500,TZS,Active
